p_number_of_matches_used,direct,o_number_of_matches_used,player_id,opponent_id,tournament_name,date,p_matches,fs_diff,w1sp_diff,w2sp_diff,wrp_diff,tpw_diff,tmw_diff,aces_per_game_diff,df_per_game_diff,bp_won_diff,wsp_diff,completeness_diff,serve_adv_diff
25,0.0,31,5055,9719,Kitzbuhel,30/07/2018,0,0.035141979597781536,-0.04405781854897095,-0.03837402693389891,0.010475831736685981,-0.0059445885423644595,-0.11203424341173535,-0.1851126597117029,-0.07384432910245639,0.023093322317110254,-0.03747782234374175,-0.019040570319017402,-0.027001990607055763
25,0.0,3,5644,4913,Washington,30/07/2018,0,-0.0011730154112852276,0.06118387171258277,0.09022414647959842,-0.027152041297543006,0.008493540733168214,0.110678842227593,0.2501402267955186,-0.11838082235286179,-0.059124030003348316,0.0730616350172526,0.032020456587031954,0.045909593719709596
10,0.0,38,11174,5166,Los Cabos,30/07/2018,0,-0.026785189779746088,0.012074741295035274,-0.06544541205673371,-0.003726711114432457,-0.011354613124068602,-0.18100139543429827,0.009822396251189192,-0.0035884033036230056,0.022165051861120943,-0.023083936122337945,-0.018007887941851264,-0.026810647236770402
40,0.0,34,4269,11769,Kitzbuhel,30/07/2018,0,0.0240794610397288,-0.030920308154426035,-0.07579757497452777,0.030293051187012865,0.007380850123999694,-0.025381467924835976,-0.130007517289415,0.08845852530395129,-0.017118784317296076,-0.04170846233027714,-0.009377937452880625,-0.011415411143264165
33,0.0,23,3852,11787,Los Cabos,30/07/2018,0,-0.021183376101775342,0.04359213362263492,0.023867705476417367,-0.02168656333491803,-0.003844888355593934,0.07929827323180239,0.7041590892981211,-0.0751456094287403,0.04836340306874276,0.030835176305062828,0.006745555378367296,0.009148612970144798
25,-1.0,24,5420,26414,Kitzbuhel,30/07/2018,0,0.03489011682331211,-0.10966654682118615,-0.04775751714790755,0.015655814112053856,-0.01694993973364789,-0.2477751767322421,-0.43911205431884226,0.105683249081268,-0.06853122317772209,-0.08147994602113084,-0.045478662926700664,-0.06582413190907699
31,0.0,23,11176,45106,Washington,30/07/2018,0,0.023180874836492782,0.02959313096370153,-0.03612226258134055,0.02189149831150261,0.01741535252761217,0.13975478868401403,-0.0023598776730043847,0.020379553162717196,0.014734560451205914,0.008227814967402769,0.01973639462565252,0.030119313278905387
21,0.0,20,11485,6107,Kitzbuhel,30/07/2018,0,0.006306168281802416,0.04493623998378771,-0.008115391173090236,-0.012458886476879205,0.0006604933836606985,-0.05439163728410479,0.1072741106697136,0.02821252879550351,0.057482232114846155,0.024842416994500516,0.009348970310482763,0.012383530517621325
8,0.0,7,5159,11553,Los Cabos,30/07/2018,0,-0.049439712981525386,-0.01645479581246334,0.06857092293205946,-0.015198377103183947,-0.006258237638824493,-0.45311406536546883,-0.1582501373518534,-0.2853602788569692,0.14019277891620952,0.006113354932270942,-0.005239315711885295,-0.009085022170913011
4,0.0,39,5888,26578,Washington,30/07/2018,0,-0.057995917587521095,-0.05184792879576494,-0.0961331120598562,-0.028515092884573878,-0.04854954764995978,-0.5183898741129729,0.045448823772994196,0.04295441454128371,-0.016218852221037028,-0.08511023787449057,-0.07397400066450865,-0.11362533075906445
